index,sentence index,reviewText,overall,productID,positive rationale,negative rationale,positive rationale encoded,negative rationale encoded
83,374,"I should have taken my time while throwing books into my cart because this is definitely not the book I was looking for.  To begin, this thing is TINY.  I have 3 young kids and typically have to sit a ways back for them to all be able to see the pictures but this book is so small I'll need to be right in their faces.  I can see this getting problematic quickly.  I also envision it getting torn up quickly since the pages are so tiny.  I also didn't realize that this is an abridged version and does not include the entire story.  We will be returning this to purchase the hardcover version which is complete.",1,1384198,"I should have taken my time while throwing books into my cart because this is definitely not the book I was looking for.  To begin, this thing is TINY.  I have 3 young kids and typically have to sit a ways back for them to all be able to see the pictures but this book is so small I'll need to be right in their faces.  I can see this getting problematic quickly.  I also envision it getting torn up quickly since the pages are so tiny.  I also didn't realize that this is an abridged version and does not include the entire story.  We will be returning this to purchase the hardcover version which is complete.","I should have taken my time while throwing books into my cart because this is \ definitely not \ the book I was looking for.  To begin, this thing is \ TINY \ .  I have 3 young kids and typically have to sit a ways back for them to all be able to see the pictures but this book is \ so small \ I'll need to be right in their faces.  I can see this getting \ problematic \ quickly.  I also envision it getting \ torn \ up quickly since the pages are so \ tiny \ .  I also didn't realize that this is an \ abridged \ version and \ does not \ include the entire story.  We will be returning this to purchase the hardcover version which is complete.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,379,"Sadly not what I remembered as a child.  It is as simplistic and corny and without depth as it's time, I guess.",1,1384198,"Sadly not what I remembered as a child.  It is as simplistic and corny and without depth as it's time, I guess.","\ Sadly not \ what I remembered as a child.  It is as \ simplistic \ and \ corny \ and \ without depth \ as it's time, I guess.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,393,"What ought to be a simple story about a train engine has been turned into a long, convoluted story mostly about a clown. Sad to see a classic story ruined so thoroughly.",1,1384198,"What ought to be a simple story about a train engine has been turned into a long, convoluted story mostly about a clown. Sad to see a classic story ruined so thoroughly.","What ought to be a \ simple \ story about a train engine has been turned into a long, convoluted story mostly about a clown. \ Sad \ to see a classic story \ ruined \ so thoroughly.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
86,402,WAY smaller than expected and it's cheaply made... I wouldn't purchase again. My baby is going to tear it to shreds.,1,1384198,WAY smaller than expected and it's cheaply made... I wouldn't purchase again. My baby is going to tear it to shreds.,\ WAY smaller \ than expected and it's \ cheaply \ made... I \ wouldn't \ purchase again. My baby is going to \ tear \ it to shreds.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
87,409,"I get doing voices for kids, I like that, but this narrator was all over the map, and inconsistent in even keeping the same voice for the same character.  I give it two stars for my child's vote (although that could be because it was a train story) but for both myself and my husband, this was an epic thumbs down.",2,1384198,"I get doing voices for kids, I \ like \ that, but this narrator was all over the map, and inconsistent in even keeping the same voice for the same character.  I give it two stars for my child's vote (although that could be because it was a train story) but for both myself and my husband, this was an epic thumbs down.","I get doing voices for kids, I like that, but this narrator was all over the map, and \ inconsistent \ in even keeping the same voice for the same character.  I give it two stars for my child's vote (although that could be because it was a train story) \ but \ for both myself and my husband, this was an \ epic thumbs down \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
88,410,"This is a miniature, abridged version of the book that you can mail to someone. This isn't written super clear in the description. Was very disappointed when I saw it wasn't the actual book.",1,1384198,"This is a miniature, abridged version of the book that you can mail to someone. This isn't written super clear in the description. Was very disappointed when I saw it wasn't the actual book.","This is a \ miniature \ , \ abridged \ version of the book that you can mail to someone. This \ isn't \ written super clear in the description. Was \ very disappointed \ when I saw it \ wasn't \ the actual book.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
89,417,The book is too small for my two year old to pay attention to.,2,1384198,The book is too small for my two year old to pay attention to.,The book is \ too small \ for my two year old to pay attention to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,418,"To tiny, my son hates it",1,1384198,"To tiny, my son hates it","To \ tiny \ , my son \ hates \ it","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
91,443,Didn't realize that this version is abridged!,2,1384198,Didn't realize that this version is abridged!,\ Didn't \ realize that this version is \ abridged \ !,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
92,449,"Not the full story I recall. I ordered this for my kids, but this seems to be a condensed version. Please look for the original book as this doesn't seem to be it. However, the basic concepts are there.",2,1384198,"Not the full story I recall. I ordered this for my kids, but this seems to be a condensed version. Please look for the original book as this doesn't seem to be it. \ However \ , the \ basic \ concepts are there.","\ Not \ the full story I recall. I ordered this for my kids, \ but \ this seems to be a \ condensed \ version. Please look for the original book as this \ doesn't \ seem to be it. However, the basic concepts are there.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,580,"We love the story and wanted to buy my nephew his own copy. Unfortunately, no where in the listing did it mention that the book was pocket sized. I returned it. Amazon was great about that, as always, but I'd have much rather had the book.",2,1384198,"We \ love \ the story and \ wanted \ to buy my nephew his own copy. Unfortunately, no where in the listing did it mention that the book was pocket sized. I returned it. Amazon was \ great \ about that, as always, but I'd have much rather had the book.","We love the story and wanted to buy my nephew his own copy. \ Unfortunately \ , \ no \ where in the listing did it mention that the book was \ pocket sized \ . I returned it. Amazon was great about that, as always, \ but \ I'd have much rather had the book.","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,598,"I did not realize how ""mini"" a mini book was.  I purchased it as a gift and ended up having to purchase an additional book.",2,1384198,"I did not realize how ""mini"" a mini book was.  I purchased it as a gift and ended up having to purchase an additional book.","I \ did not \ realize how \ ""mini"" \ a mini book was.  I purchased it as a gift and \ ended up \ having to purchase an additional book.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
95,627,"GOOD MORAL, BUT EVEN AS A KID I THOT IT WAS BEATING A DEAD HORSE.  COULD SAY THE SAME IN LESS WORDS.",2,1384198,"\ GOOD \ MORAL, BUT EVEN AS A KID I THOT IT WAS BEATING A DEAD HORSE.  COULD SAY THE SAME IN LESS WORDS.","GOOD MORAL, \ BUT \ EVEN AS A KID I THOT IT WAS BEATING A \ DEAD \ HORSE.  COULD SAY THE SAME IN \ LESS \ WORDS.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
96,636,"I bought this book because the story is non-sexist unlike all other train stories (a little female engine who helps, for a change, a male character!). I thought having a tiny book about a tiny engine would be fun, but this book is so so small, it is impossible to read at bed time in dim light. When I hold it in my hand my son cannot see the pictures, and I hand the book to him, I cannot read the print. Also, I have never seen a children's book where the sentences continue over the next page. That makes reading very difficult and unpleasant.",2,1384198,"I bought this book because the story is non-sexist unlike all other train stories (a little female engine who helps, for a change, a male character!). I thought having a tiny book about a tiny engine would be \ fun \ , but this book is so so small, it is impossible to read at bed time in dim light. When I hold it in my hand my son cannot see the pictures, and I hand the book to him, I cannot read the print. Also, I have never seen a children's book where the sentences continue over the next page. That makes reading very difficult and unpleasant.","I bought this book because the story is non-sexist unlike all other train stories (a little female engine who helps, for a change, a male character!). I thought having a \ tiny \ book about a \ tiny \ engine would be fun, \ but \ this book is \ so so small \ , it is \ impossible \ to read at bed time in dim light. When I hold it in my hand my son \ cannot see \ the pictures, and I hand the book to him, I \ cannot \ read the print. Also, I have \ never \ seen a children's book where the sentences continue over the next page. That makes reading \ very difficult \ and \ unpleasant \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
97,653,"I thought a board book version would be great for a young child, but this is not the same as the original.  The illustrations are cutesy, the text is abridged -- a real disappointment.",2,1384198,"I thought a board book version would be \ great \ for a young child, but this is not the same as the original.  The illustrations are cutesy, the text is abridged -- a real disappointment.","I thought a board book version would be great for a young child, \ but \ this is \ not \ the same as the original.  The illustrations are \ cutesy \ , the text is \ abridged \ -- a \ real disappointment \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]"
98,657,"I have this exact same book as is pictured, it is not the book I recieved.  I got a cardboard book.  Nowhere in the description did it state that it was a cardboard book.  I was very disappointed as this was a gift.",2,1384198,"I have this exact same book as is pictured, it is not the book I recieved.  I got a cardboard book.  Nowhere in the description did it state that it was a cardboard book.  I was very disappointed as this was a gift.","I have this exact same book as is pictured, it is \ not \ the book I recieved.  I got a cardboard book.  Nowhere in the description did it state that it was a cardboard book.  I was very \ disappointed \ as this was a gift.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
99,751,"You know, this book was not at all what I hoped to receive in the mail.  The reproduction was awful.  The picture quality was terrible.  The poems were slightly enjoyable which is why I am giving it a two stars instead of one.  All and all, folks really talked this one up in the Ambleside society and I just wondered why in the end.  He's a well known author, but the book I received did not live up to par. It maybe less disappointing to glean his writings for free off the internet rather than part with cash for this particular book.",2,1381733,"You know, this book was not at all what I hoped to receive in the mail.  The reproduction was awful.  The picture quality was terrible.  The poems were \ slightly enjoyable \ which is why I am giving it a two stars instead of one.  All and all, folks really talked this one up in the Ambleside society and I just wondered why in the end.  He's a well known author, but the book I received did not live up to par. It maybe less disappointing to glean his writings for free off the internet rather than part with cash for this particular book.","You know, this book was \ not \ at all what I hoped to receive in the mail.  The reproduction was \ awful \ .  The picture quality was \ terrible \ .  The poems were slightly enjoyable which is why I am giving it a two stars instead of one.  All and all, folks really talked this one up in the Ambleside society and I just wondered why in the end.  He's a well known author, but the book I received \ did not \ live up to par. It maybe less \ disappointing \ to glean his writings for free off the internet rather than part with cash for this particular book.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
